usuario,followers,friends,tweet,retweets
ACCIONA_ORG,625,344,1,2
israel_lorenzo_,213,242,1,0
Nelly_Rodas,4,215,1,0
MINERDELCHICO1,759,235,1,0
Donlenin1,112,910,1,0
pablorros_,3006,982,2,0
Voces140,94056,3598,1,0
LIRR30,370,1365,1,0
lalojimjuarez,2284,5003,2,0
bodyplanetAR,1197,1251,1,0
a_martinezmdp,2867,1725,1,0
A_ContraTempo_,119,41,1,0
basepublica,5267,2581,0,2
ruthfonseca,51,487,1,0
perezperezra,158,200,1,0
MGuerrero_31RC,2884,2190,1,0
TunasvisionTV,824,476,2,0
WhiteZaldivar,5,9,1,0
UGTCadiz,1446,907,1,0
DanielaTrejo6,334,280,1,0
IPParaguay,57437,464,0,1
ShapersCTG,363,590,0,1
Cubapetroleo1,204,451,2,0
carrilloSLP,1666,1780,0,1
ExtensionismoTb,205,267,1,0
Blueflag_Col,56,153,1,0
MarianoSoto1972,2116,746,2,0
smairata,2822,4990,1,0
pauladiazf,262,363,2,0
Mauricio_ReyesG,18,235,1,0
rofacio,1505,19,0,1
MajimenezALVAC,366,375,1,0
guadaterron,160,776,2,0
BarreraMerlin,4783,579,1,0
MCiudadanauy,99,51,3,0
EcovisionInter,112,71,1,0
Kradprro,783,984,1,0
ferron_carrillo,233,195,1,0
ramirouvd,102,615,4,0
Laura_ro_,1244,760,1,0
clarimrt,659,737,1,0
MBMoncayoEC,2409,558,2,0
BurilloMarta,258,540,0,2
itato,8646,5179,1,0
nigropatricia,1999,478,1,0
patburd,3433,4907,1,0
ednewmanrhc,77,144,1,0
SP_Solidaria,1232,459,1,0
WWFespana,152144,2441,1,2
ransino,772,2173,1,0
conviven_CFIEVA,307,145,1,2
OISSConosur,426,420,1,0
Laura_LZ,161,149,1,0
vaaGloria,74,88,2,0
eneroman_nora,403,617,7,0
CONSIDERApl,643,958,1,2
NaiviMontane,378,627,3,0
MaikelGuerra13,349,644,2,0
MaradelMilagro9,292,1521,2,0
BLevrault_ES,142,147,0,1
Leytho7072,16,62,1,0
FlixEduardoSer1,21,57,2,0
tomsflores2015,39,622,1,0
IzarellyRosillo,1354,2359,1,0
AmezcAlvarez,1177,811,3,0
soledadgianello,80,273,7,0
Sector3net,1820,1938,2,3
MT_Saltillo,1296,1585,1,0
rocioguemes,1438,1005,1,0
ecofoodomics,71,464,1,0
fundacionCEMA,1021,564,1,0
galiambiental,116,244,0,1
lagunakars,615,357,1,0
profamiliaRD,16924,602,1,0
anamarianpp,11442,803,3,1
_RocioCuadrado_,39,175,1,0
Jur_Dem,2277,892,1,0
CRISTY_STRONG,281,1388,3,0
CristinaPlumed,1329,2757,2,0
eva_gchueca,424,473,1,0
AdrianaMart23,104,158,1,0
unicoos,39137,462,1,0
Anavieram,202,982,1,0
eeiaguila1,17,31,1,0
aymalawtw,149,1936,1,0
Data4SDGs,15159,1955,5,0
inigoirizar,1467,1417,1,0
ingecosta2000,124,200,1,0
Ange_Once,177,352,1,0
irham_group,63,193,1,0
jsegoviapastor,862,133,2,1
ForoDeImpacto,612,126,3,1
aguirre_glenda,23,112,1,0
LuisEchavarri01,2136,2290,1,0
gatitaarosa,45,216,1,0
Dayi_Cuba,111,135,2,0
UtecGlobal,322,421,2,0
ErikaWinge,28,529,1,0
Carlos_Gut10,1882,1678,2,5
UNESCOQuito,6576,2771,0,1
MarRodriguezPic,300,711,1,0
OsornoPerla,62,6,1,0
MirnaGuevara,108,643,1,0
GalianoJuanPe,606,274,1,0
ayudaracrecer,609,1256,1,0
ecorina2,894,2669,2,1
hugofgomez,447,1684,0,1
BPW_Madrid,483,446,0,1
PECDDHH,73,91,5,1
ulisesvinicio,59,195,1,0
ccortesjr,26,179,1,0
FIMA_Chile,6032,1938,1,1
Cleirosa05,98,117,1,0
SDGsbot,3043,10,19,0
APuparelli,538,405,1,0
enriquearoman,478,983,2,0
FJAbandonado,1863,1521,0,1
AlicantinadLimp,2122,1937,1,0
marmabymarcos,31,68,0,1
MVLagos,2843,2778,1,0
palabrademael,745,1089,6,0
villaclaravang,2986,4799,1,0
BM_luisi,851,1830,1,0
NitoAl,448,1107,1,0
charliekarim,369,336,1,0
andresmsoto,714,1524,1,0
AlejandraORF,1190,2578,3,1
UFSostenible,2253,3040,3,1
ApexAmerica,1175,256,0,2
paoviteb,177,222,1,0
A2A2pc,830,1772,1,0
lpuriticote,521,3788,1,0
btxcgnbv,2697,5000,1,0
fkrd10,149,1337,1,0
LizetTvGranma,4156,3042,1,0
R_Paiz,1352,2734,0,1
SEReuskadi,1477,374,0,2
alej_iglesias,680,560,1,0
CEFES_Edu,47,26,0,1
melococ0,91,159,1,0
victoruiziranzo,349,447,4,0
Borja_Alcaraz_,655,1399,1,0
mujerymujerEC,1573,1469,1,5
JMPereira61,761,555,1,0
e_soria,377,713,2,0
EmprendeUruguay,3391,3812,1,0
josealbertohe,475,545,1,0
cmugica,131,272,2,0
carlosamil,89,213,0,1
RodrigJG,4899,791,3,0
triodoses,15958,3778,2,0
AileenTwitt,273,225,1,0
katmartinez_pf,149,407,2,0
TJungFIIAPP,244,48,2,0
carlosbotana12,112,227,5,1
Enrique82263911,15,82,2,0
belengara,113,96,1,0
juanvillafort,441,1040,1,0
paladinesblacio,469,529,1,0
Cepsa,10823,291,0,1
Cultura_Zonal8,1034,860,0,2
Educacionibi,869,879,0,2
scortazar75,124,319,1,0
romanalbertomo,1006,2678,1,0
osguzmanl,8,50,1,0
FelipeARoa,1430,2493,0,1
eugcla_gr,62,125,1,0
vbazgz,73,23,1,0
AMPIP,3502,424,1,0
roxdurandeayala,183,605,1,0
hdc48,927,500,1,0
enreda,1853,793,0,1
veimancotrino,383,40,1,0
recilec,1887,739,1,0
danmaniscalco,2365,2820,1,0
lauu136,153,213,1,0
gelu_ags,142,648,2,0
AMARTYA_,2678,888,1,0
SandraP68068611,22,47,2,0
Planeta_Futuro,48013,1995,2,2
MexOnu,10909,1245,2,0
agustindc,930,1047,1,2
albertohrojas,5924,5648,4,6
ADAVASSalamanca,1263,1650,1,0
TransparenteGob,10894,7825,5,3
Radio_Artemisa,2441,1489,1,0
guirampar,299,518,1,0
opsomsels,4038,362,1,0
riverof_rm,3,43,1,0
medicusmundimed,5357,2990,1,0
NurFuentes,1875,1504,0,1
rpemovimiento,258,262,1,0
Santi_Segovia01,42,39,1,0
OpticasPinar,29713,29942,1,0
montsejim,1110,2001,1,0
fcruzblanca,1288,1806,1,0
BCCBA,12265,1603,0,1
terpelpanama,495,39,0,2
Arahis3,114,177,1,0
YudimaVera,134,420,1,0
claudiabellas15,995,2102,1,0
1001Chema,1775,1700,1,0
LOREVELAC,161,267,1,0
Fundacion_CEDEF,579,653,1,0
Thallahasseemen,5,77,1,0
CuantixIS,1319,1630,0,2
redclade,1559,712,1,7
GriselMuozTirad,265,97,1,0
fedecacao,10440,1038,1,0
MDolores_Garcia,823,414,1,0
JConexion,19,136,1,0
UProfesional,6643,4260,3,3
FGReyes,301,1008,1,0
juan_bermejo,510,789,0,1
mmoliveras,1375,1948,2,0
Nosedevinos,266,685,0,1
alfredohernando,13730,9286,1,0
nelson_1b,1148,4962,1,0
jose_marrone,59,334,1,0
JSebasSoto996,2,94,1,0
javg201025,42,133,2,0
FAOEspana,1563,227,2,0
titarules,1109,1698,0,1
Ezequielmteran,12492,13110,1,0
jarevalo_FP,12066,6864,0,1
ombudsenergiaEA,248,264,1,0
CristiBo,409,667,1,0
TomasHugoAlonso,51,259,1,0
mausalam,370,594,1,0
GarinDiputado,12050,730,1,0
MonicaRumeu,14,37,4,0
NDANIELLAVERDEP,302,1537,1,0
marianaontivero,423,395,0,1
GADCarchi,3446,1197,1,0
echalemex,2017,1230,0,2
ComSostenible,2564,1100,0,6
comesal4,80,724,1,0
anaosorio27,563,685,1,0
Hordago_org,505,798,1,0
versuserwin,1385,3592,13,0
fhortasud,1040,225,1,0
LaraRamr,80,204,1,0
elkarbanatuz,610,137,1,0
SocorroQuezadaT,2762,842,1,0
josvegam,760,1063,0,1
FM_Fernandez,2910,1189,3,0
viruto75,37,76,1,0
MarioLFuentes1,16863,391,0,1
71Emiliom,1341,4414,1,0
pau_tassara,149,285,0,1
DavidRo980219,130,314,3,0
aicrosCuba,85,57,1,0
M_Giner_M,128,220,1,0
GustavoMRvc,44,58,1,0
Mvotma_Uruguay,15486,235,1,0
kriseliana05,355,599,1,0
MariaCardenal,38,116,2,0
jblasgarcia,16518,6289,1,0
EDFaccess,1827,484,1,0
ADMASE_C,460,439,1,0
1Bosquereal,106,145,1,0
catalinclaudias,1201,2078,0,1
jordipc77,180,363,1,0
mserra_btravel,179,347,0,1
nayosantos,21,289,1,0
AlejoPazMedina,9,58,1,1
etomast,2092,5001,5,0
ObservaDESC,10482,3151,0,2
manuelbonilla94,2060,275,0,1
pretaparedes,44,223,1,0
MssMariaDamas,16,67,0,2
evagarridourbin,186,574,1,0
EmergenciasenC,12,67,1,0
antuan_macias,19,201,1,0
centralasimujer,404,1571,1,0
Jhonrieh,238,813,1,0
AulaVerSportTe,8,28,1,0
VetaSocial,111,1010,1,0
Amigosunioneur1,34,206,1,0
Salmanat2,101,205,1,0
joseajarne,3748,4996,1,0
Uponor_ES,2976,716,1,0
drotorrent,2478,3062,2,3
miguelluis_2015,2012,4210,1,0
luisgab555,45,162,1,0
Dialoguia,68,283,1,1
gopro2050,1242,2977,2,3
PRemabar,60,182,1,0
tonypina33,22,286,1,0
JPerezRolon,776,549,1,0
Aurelio1500,31,71,2,0
CarlosAlameda,1452,1713,1,0
CooperacionCom,585,527,2,1
paquiperezcs,1582,1479,3,2
EaliagaEsplai,273,557,1,0
diegolebe,20,246,1,0
Bernedox,430,331,3,0
consolprados,3952,4020,1,0
martorrespulido,211,325,1,0
almita_jenkins,694,1620,1,0
laumarinero,339,754,3,0
DeleGobCataluna,6739,285,0,2
idisalud,8649,4977,1,0
gicelar22,56,371,1,0
Luna_Lunab,192,767,1,0
icamiloabc,526,1279,0,4
ilusiionpg,1969,1544,1,0
sanwatforall,8087,1333,0,1
alejandrocsome,26902,1387,1,0
inesrobredo,293,5,1,0
OscarGr14420036,57,67,3,0
andyvega82,233,185,1,0
Soynice5,124,754,1,0
MapRDo,9253,478,2,0
EvaluaALC,872,2112,0,8
ArqAlfonsoLenM1,3,19,3,0
Laraesku,291,941,1,1
VVicMariana,1001,564,1,0
danielsenderos,23132,21109,2,0
NAT22777,209,200,0,1
RMarti_SEO,3161,1687,1,0
fortunata_2030,1580,2295,10,0
hectoramerlo,171,765,1,0
Happyman300,92,381,1,0
CMontecristoHN,1,34,1,0
CEM_Atizapan_II,320,147,1,0
Pau710,173,524,1,0
Bolsalea,2863,2563,1,0
CursosVeranoUCM,3985,588,2,0
Anyeli98856760,26,77,1,0
ramos468,22,52,8,0
HABILAVILES,376,730,1,0
ICRTdeCuba,3023,1934,2,0
hugochavarria,877,2260,1,0
franco_jaume,65,192,2,0
Zafrainvestiga,499,696,0,1
RoxManjarrezO,158,113,1,0
suromig,1638,902,0,2
dianexgutierrez,206,303,1,0
osvaldmoortiz,1218,858,1,0
SubdelegCadiz,1496,841,1,0
mj_murciano,57,176,1,0
FerminQuinones,2185,788,0,4
frdelpino,10336,1000,1,0
mccamposacunha,4758,73,3,2
ArteCuid,6078,5693,1,0
tudimefrida,173,143,1,0
MedicaCruz,42,72,1,0
CreaCulturaRsC,213,541,1,0
3erSector,3013,2574,0,1
Reciclarg,680,248,0,1
AGELARIOJA,166,204,1,0
ccooandalucia,9172,1647,1,0
FranCiaffardini,357,298,1,0
joseppiquecamps,1841,117,1,0
PedroBarato_,281,220,1,0
Erica_Fdez_,806,939,1,0
SendasEcuador,1683,298,1,0
itzelorozco,111,147,0,3
CFJara,3473,4576,1,0
BioPappel,509,181,0,1
Esconexioncom,377,948,1,0
nilamarcial,98,420,2,0
nontropia,953,791,0,1
ruiz_gaitan,854,850,1,0
MaristasMedit,2953,241,4,0
MagdalenaPreve,501,1483,3,0
nodesperdicio,1610,1141,0,2
SAlimentariaN,222,356,1,0
Nino_Mundaca,1753,2305,1,0
forita2008,93,164,1,0
rosapinkable,356,1114,1,0
MalenaJimnez3,561,555,1,0
mspamplona,104,417,1,0
tarressolar,863,157,1,0
nicolasws,157,559,1,0
FAOElSalvador,5539,758,1,0
Gilbert86661070,687,1483,1,0
cristiansolisw,173,586,6,0
3CSCAMBIOS,304,374,2,1
borjacolon,2890,17,2,0
AlejandroCarraB,146,91,1,0
pablouruburu,1183,4664,1,0
BelenMatesanz,434,487,0,1
OpAkademia,912,861,1,0
valletello,313,236,1,0
Gabygiacomone11,32,345,0,3
JulieFlores5,318,1150,1,0
jlparratw,493,995,1,0
cibervoluntario,17075,3446,1,11
BonacheaInalvis,420,186,0,1
Karol_LuceroV,1116614,58,1,0
vilar_paula,29,176,2,0
toni_tonimar,126,443,1,0
Robemorejon1973,2230,3958,0,1
EJAAriza93,652,235,2,0
mireiadd,214,819,1,0
Toni_Castaneda,509,768,3,0
CERO1954,583,1976,1,0
RedAndaluzaCCC,139,274,0,1
CecyteHgoSanBar,564,340,1,0
Ronaldganador2,13,245,1,0
kiarahruiz,101,1563,1,0
DipClaudiaBaez,256,141,1,0
ONMPRIOAXACA,571,285,3,0
zuniga_nestor,591,892,3,0
MimyValencia,3234,529,0,2
BTravelShow,6005,2249,1,0
Prieto15Esther,72,113,1,0
JoaquinAgro_,145,365,1,0
mcortesc1,176,15,1,0
PaujournalisteB,257,292,3,0
bserranov,993,650,1,0
BibCampusSoria,282,90,1,0
tbenavidesr,604,1459,1,0
paradores,48495,282,0,1
EmiliaRamirezP,301,556,2,0
AGN_noticias,40124,399,3,0
JaviMGomez,8343,2052,1,0
FundaEsquipulas,6071,949,1,1
2030Accion,52,368,1,1
mcperdices,185,325,2,4
mhonorato42,49,943,2,0
mmdsuze,802,1002,11,0
miriambsarroca,5387,1101,1,0
JoseMoises93,102,824,1,0
Maram199017,240,282,3,0
iredcat,391,559,1,0
lanzarotejesus,1118,883,11,0
amgstuchooo,583,1538,1,0
CODESPA,6915,1168,1,4
VirginiaMarco_,746,1369,0,1
937908Mcm,4664,5114,2,0
yiselagtrrz,114,230,1,0
mikkevillanueva,135,185,1,0
juanlucode,528,1648,1,0
rolandocarraza1,10,62,1,0
plasenciacomun,333,971,4,0
yrhergon,239,369,0,2
ffernandezsuch,924,961,1,0
MontseMoliner1,1889,1354,4,0
Uccaep,5149,609,0,5
GloriaAbrahamP,254,200,1,0
Luis_Canales_C,119,310,1,0
ONUMujeresMX,64920,1457,0,5
cohnmiguel,312,878,1,0
CivitiMarti,10314,155,1,0
AytoMostoles,11463,658,0,1
BetsyAra,409,566,1,0
DanhizDP,4026,3095,1,0
taha_taha__,362,59,1,0
peter_ohs,798,2320,3,0
SebastienTreyer,541,516,1,0
GlobaldevB,1501,4647,0,1
Lily_ArUr,113,271,1,0
SINNPLE_consult,674,268,2,0
JuaniGon,472,429,1,0
1Whistleblowers,943,31,1,0
AlidaSpadafora,9162,864,1,0
PsoeSollana,68,218,2,0
Ady55Duarte,1300,603,2,0
ITforChange,1863,951,1,0
therediconic,443,1071,1,0
immaferrer,322,1147,1,0
SiamErie,85,350,1,0
m_carreras,431,863,1,0
jaramilloanama,679,900,1,0
AfaniadV,116,95,1,0
palomaaparedes,281,261,1,0
raulito_cazares,1126,2958,1,0
TrainorNoel,5301,285,1,0
JavierMarinV,283,386,1,0
rogabace,38,66,1,0
azuc76,122,255,1,0
E_HuitronCh,40,308,1,0
socioecofr,1420,374,2,0
vallem21,110,682,2,0
ViceInterCUT,562,447,1,1
natybjc,195,450,1,0
clima21_VE,775,488,1,0
BEscalonilla,22,12,2,0
gemvent,882,1864,2,0
marcelo_dg10,101,53,1,0
BbMarquesDiez,183,267,1,0
AMAVIDAZULIA1,2775,2094,1,0
alberto__roma,1004,666,1,0
rSOSTENIBILIDAD,3,146,1,0
JuanComuna,266,535,2,0
IJMurcia,3280,263,1,0
OWSDUY,548,766,1,0
Speedfire_cl,159,166,1,0
ClimaPlusHn,899,409,1,0
liapaut,99,57,1,0
ConsEspQuito,3075,171,2,0
emmamejia27,1272,2759,1,0
redufinanciera,1955,299,1,0
escuela2030,81,130,2,0
MatiSperanza,762,579,1,0
IIDHoficial,4977,2646,1,0
DCaggiani,9608,3155,1,1
yoandycamero,98,174,5,0
iandradega,1455,1332,0,1
CecilioNews,576,1429,1,0
fpm_Francisco,355,306,2,0
talisantosa,1151,653,0,1
PSC_Masquefa,451,649,1,0
MarDelgado80,166,316,1,0
Jiguanicero1,55,161,1,0
BahiaTerrazas,35,158,2,0
paborq,237,971,2,0
GabSocialPy,21876,1408,0,2
MinisterioBBNN,20261,3538,0,1
TakeOffCuba,26,24,1,0
Leire_deGuevara,241,684,2,1
PoIIos2,115,520,1,0
redaccioncomar,12172,472,0,1
pedroreyesm,2121,202,0,1
wearewater,8577,6693,0,1
reyes_farfan,701,1115,1,0
Observa_VE,1086,1509,3,0
nonocoach_jose,600,1621,1,0
CruzRojaMadrid,12935,1307,0,3
MzalesComoVamos,9623,202,1,0
PSOEsostenible,5345,2602,1,0
CoralsaCuba,136,246,1,0
GIGAPP,8333,3596,2,1
ALERTA911PANAMA,14045,5418,1,0
DermanRobinzon,17,46,0,1
luk_jai,213,2556,1,0
JJ_Guz,606,5002,1,0
andreagcalleja,304,255,1,0
jgarciaespil,417,274,0,1
vitercol,104,283,0,1
BBVAMomentum,5950,1452,1,3
GUSTAVOMIRAV,943,4977,1,0
RicardoOviedoL,2569,749,1,0
RojasNesty,25,197,1,0
el_BID,403099,384,0,1
fercoppola,463,414,1,0
mkilonzo2004,736,4993,1,0
VG_Rodriguez,1108,783,1,0
NereaRiol,49,127,1,0
MMarioPhoto,2737,2585,2,0
JeannetteSZ,369,148,1,0
RafaelFreyre,4054,3850,0,5
CEPES2,4651,1159,1,5
Rs104Rs,1118,849,2,0
ferrisssss,453,707,1,0
ggarcv,263,670,1,0
cuth14,55,671,1,0
Viridiana_FM,2644,1534,1,0
CarlosMarxBH,1172,1048,1,0
parisangeles,293,727,1,0
mjsanchezperez,1845,3496,1,0
Tangente_coop,3495,1003,0,1
AnaAntunezVeron,1460,642,2,0
claudiorosso66,57,270,1,0
raquelmoraforta,1798,1291,1,0
almaceneroscba,780,653,1,0
entreculturas14,194,228,1,0
HambreCero,285577,18752,1,0
Jorgenacarino,266,695,1,0
OIconversa,1089,1316,1,1
PumaIbarra,100,495,1,0
RMauricioValdes,513,226,6,0
ASEJASOCIACION,103,47,0,1
ACEVEDOVERAVERO,299,1610,1,0
DMECacocum,56,112,1,0
EnzoMRey,122,67,4,0
lililucaivan,85,200,2,0
ElsieChounoune,57,36,0,1
Castro_Cons,903,1141,1,0
divulgaciond,10916,11992,0,1
Olimpia_GS,1534,1195,2,0
RodneyGlez,236,84,1,0
Marta92558184,431,852,1,0
caranet,598,499,1,0
MargaritaDucci,1624,356,7,1
designthinkbot,7429,1,1,0
paco_rodmen,305,199,0,2
PNUDPanama,8595,1133,5,8
INNOLID,7627,698,0,1
IborMora,33,443,1,0
ForodeLabos,508,95,1,0
vmbonillao,1446,1848,2,1
SimarroEugenia,161,511,18,0
apciagencia,1843,364,1,0
CarmeloLastre,58,300,1,0
HablandoEnSeri4,92,178,2,0
InjuveSpain,27682,825,0,3
AEMET_Navarra,6611,828,1,0
RuthBracho,292,1045,1,0
INJUVRM,6171,1080,0,1
vero_beres,408,408,1,0
Irinadokidokii,27,177,1,0
CES_Sevilla,2570,848,1,1
ui1Universidad,8547,5307,0,1
ADEGI,6315,482,2,0
asemitiel,1026,537,2,0
OngInteRed,3961,1094,0,4
monisolidaria,614,916,1,0
DevorahFerreiro,195,439,4,0
elsaarellano10,770,1192,1,0
paulivaldivia_,17,98,1,0
GRADEPeru,12063,602,0,1
RamiroAlbertoM8,113,294,4,0
noemkr,643,1029,2,0
pladefacc,1154,1312,1,1
jessica__ibarra,347,701,1,0
fcuyas,182,408,1,0
yesglezp,2869,1965,1,0
pilaralvarezm,8547,3079,1,0
OmarFrancoBoy,3882,309,2,0
AnaSainzMartin,1006,297,1,5
MnicaDuar,206,305,1,0
StopStHarassmnt,13752,6327,1,0
oceanicafmchuy,652,1516,1,0
lifefluvial,520,351,1,0
diegotipan87,679,664,1,0
LeoniCuelenaere,4003,973,1,0
Therion291,53,179,1,0
PozasLola,380,2489,1,0
REDestatalAPS,820,139,1,0
IpfGisela,319,292,3,0
larisajasbon,245,1002,1,0
frarroyo,333,418,1,0
liaguirrev,148,868,2,0
carolinagomez_h,221,286,1,0
ArturoRConstan1,165,705,0,1
LinaresLegal,168,375,3,3
AdsDulantoScott,2758,3487,14,0
CesarQuirog,8,29,1,0
AFiscales,5291,173,2,0
barbi_sotelo,11,119,1,0
DoloresPrezGar1,298,607,1,0
Bea_Natura,1795,1529,2,0
iconoclasta2013,4132,3668,1,0
RegBarF,1765,1261,4,0
LaDestruccion_,537,397,1,0
CasteloMary,217,672,1,0
comunidad2030,26,22,0,1
cecidasilvaf,10,79,1,0
cruzbustos_3,262,1518,1,0
juancastro0809,1064,1613,1,0
MGD_angel,139,340,1,0
juanpablojimene,900,915,1,0
INAFED_Mx,5184,413,0,1
SusanaCegarra,943,727,0,1
speakerstita,363,366,2,0
CulturaLaces,81,133,2,0
mueveseguridad,546,842,7,0
feital1985,310,529,1,0
fjmartosm,599,415,1,1
agssilvestre,128,422,1,0
CDIdatos,415,685,1,0
chanelbrazoban,113,191,2,0
danieldiazfuent,201,576,1,0
clavijo_ramon,86,559,1,0
mercatenerife,4220,831,1,0
CGDev,94359,1977,2,0
yisselrdz1,19,171,1,0
jcrisen,1435,2678,3,0
JerezSandoval,2068,801,2,0
ASEnergia,302,327,0,1
chrisRive97,114,433,0,1
SergioAlvarezA4,3922,2358,2,0
CaracasPlural,2329,1995,0,3
exacasen,7,38,1,0
UNESCOgt,2637,281,1,0
AlbertoRamrezC7,18,122,2,0
InigoChueca,58,101,1,0
eesostenibles,178,240,0,1
ltrujilloq,55,234,1,0
FAquae,22194,1251,0,2
mmcava,419,443,1,0
CoopAmericas,2487,518,0,2
_moreketing,1878,1025,1,0
ObserTran,2825,3114,1,0
GMachad43567414,329,203,1,0
FidelDerivet,1868,2566,1,0
caval100,119470,93481,1,0
navarro_alb,1288,376,0,1
JosepMaOlivera2,94,400,1,0
BoellColombia,2787,193,1,0
JLBlasco_me,3517,498,1,0
coitiaragon,633,214,1,0
marianagiachino,2810,1368,5,0
AMEcuador,17314,3357,1,1
Hassan_AGOUZOUL,741,5008,1,0
ONUecuador,8538,935,0,8
luEGarciaf,62,171,0,1
gomezivo,1298,3176,1,1
victorditella,1375,5002,1,0
elymestanza2014,57,374,1,0
aqualia,4338,454,0,1
rdohdez,490,961,1,0
MSNConsultorias,262,2330,1,1
alecontrerascl,1996,2005,4,0
aidbalicante,349,487,1,0
terenet,2607,2982,1,0
AlfredoLpezVald,4363,227,3,0
lourdeslagos6,11,9,1,0
WorldVisionGt,1840,205,0,1
hidalgoeva,1079,2614,1,0
jlsimbana,78,295,0,2
rosahumanos,1901,1901,2,0
Vicka_Tapia,1110,2386,1,0
EquidadVzla,203,184,1,0
KarimKone14969,21,675,1,0
aurora_martnez,790,1043,1,0
gabrielfrengifo,312,903,1,0
CNSEinfo,8276,480,0,1
anacorcanarias,611,493,1,0
BravoPalomera,14,115,1,0
ServacCuba,28,177,2,0
rojaperla,1409,2908,2,0
fmorochog,1605,213,1,0
wazo_day,913,738,1,0
OlimpiaLopezRo,189,219,0,1
CecytehAtoto,706,248,1,0
SaltaDDHH,65,86,4,0
CruzRojaMostole,1739,781,1,0
Selmer78204061,1,1,1,0
BladyHerrera,1310,1110,1,0
DOrtizLlargues,573,228,1,1
CELlogistica,6919,764,0,1
l_minguez,770,1340,2,0
LDAC_eu,1778,1191,2,0
TrasusArgentina,75,506,1,0
WIEGOGLOBAL,7968,1408,1,0
JavierCama14,405,1313,1,0
lccabareda,1897,3271,0,1
abdulmalekibra,277,649,2,0
Rosbalas,716,592,1,0
chtajo,3516,618,0,1
schallierw,1250,4151,12,0
marcelprunera,1675,959,1,0
fpadillaparot,431,962,2,0
UNICEFCLM,281,314,0,1
fun_tortuga,170,157,0,1
Bren_Mireles,399,1353,2,0
Sandomendi,2295,595,0,2
AgaprolOpl,47,174,1,0
daniricob,347,1387,1,0
carousecher,751,1760,1,0
calderonramirez,580,1703,4,0
ligonzalezm,97,358,3,0
mariacampoytri1,18,191,1,0
arturojuarezg,373,272,1,0
Paula31770119,83,119,1,0
ArnaizIvan,650,4576,1,0
MichaelValarez6,270,363,1,0
antonibosch1,681,4517,2,0
jcruizu,750,2769,1,0
Enriquelopezsv,114,431,3,0
ayuntamientoibi,2745,1082,1,0
martamuelas,825,1391,1,0
AlexaOlveraPre,334,294,1,0
EdnaKaptoyo,326,249,1,0
Manuela10724905,242,63,1,0
AnayansiRCamejo,3520,126,5,0
Calpurnia2011,118,113,1,0
oeticapublica,85,278,1,0
correcto_mexico,368,104,1,0
PABLO87307759,6,20,1,0
VolyEstrategia,947,495,3,2
BibEcoUVa,235,400,1,0
AStasi18,334,1004,2,1
christianbaez,472,363,0,1
larutadelmar,47,386,2,0
gurdus1,163,318,1,0
JoseAsencioEc,632,547,2,0
dolorojas,862,1759,1,0
CarolinaTocalli,417,594,0,1
SeTurCoah,902,1004,1,0
DIPIFaCESUC_B,131,80,2,0
SillaGonzalo,70,62,1,0
ConsulCubaSP,3178,347,1,0
iniguillo,634,1467,1,0
edgartullo,115,163,1,0
YkGueva,1944,1055,1,0
armandoalfdiaz,371,1698,1,0
acreditra,2686,1623,1,0
comutopiartv,615,250,1,0
OIenMadrid,4558,2496,1,0
Rober_Tenancing,1190,926,1,0
planb_group,1629,1339,2,3
jolopezbol,215,168,1,0
extradigital_es,1530,228,0,1
pedroa125,775,1267,1,0
dianapareja,544,1420,1,0
Ingenio_CsicUpv,2013,640,3,0
AFOTUR,1308,1855,1,0
aqua_vall,1446,518,0,2
jorgebusson,124,106,1,0
DavidGroisman,3066,2794,1,0
nofler8,6331,5840,1,0
5ymco,241,403,1,0
plemonche,2436,1172,0,2
pietromalatesta,108,395,1,0
claudiahepan,6065,989,1,0
iguerreroprieto,208,170,1,0
quimidicesnews,1829,1716,1,0
Manuels70892725,296,333,1,0
AlonsoValdemar,150,324,1,0
MilanesRosales,235,139,1,0
s_diegodaniel,143,583,2,0
aodenicholls,7323,1687,6,0
UNODCColombia,2961,483,1,0
fg_ull,11934,1349,1,1
Felouo,130,660,1,0
martaisabelg,642,577,9,2
kpvalarezo,1090,890,1,0
Perela18,8,47,1,0
JonathanPineros,1749,3403,2,0
ideyared,695,719,1,0
saularellano,12553,1020,0,1
LFdez_Palacios,739,493,1,0
TercerSectororg,3247,467,1,0
BonillaSamuel71,436,640,1,0
suusiitaa,742,1270,2,0
LeonMolina,1393,1802,4,0
AnfacAutomovil,242,369,0,1
marcecake,663,500,1,0
Jlopezm,738,928,0,1
Norma_Licc,81,104,1,0
Mariocorrale,107,454,1,0
inspiractionorg,15306,6209,0,1
AgoraFranquicia,351,163,0,1
ConfeIntersindi,1093,366,1,0
maritahermano,3213,990,1,0
aka_soy,11,123,1,0
cdeualmeria,365,476,0,1
RosaliFerrer,1344,2045,1,0
rodrilastreto,788,955,7,0
etsinfupv,2677,135,1,0
claudia20302,9,64,1,0
Isabelssouza,650,1215,8,4
ThanosSv,658,268,1,0
Gon_Oviedo,227,386,1,0
oscarllama,456,381,1,0
RicardoDuenasEC,3985,86,1,0
LucasLacci,834,795,8,0
judycruzA,144,474,1,0
1bef4c6a28f5480,135,170,1,0
cristymurcia,371,780,1,0
HelpAgeLA,815,449,0,1
rorochoa9902,8,88,1,0
